Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51.0,1237,1054,1302.0,2,3,462,408.0,4.0,84.0,1.0,2.0,145,2,321,5482.0,16321.0,5.0,1057,18,3,4,80,1,13.0,3,3,4.0,1,1,2
41.0,1237,1054,334.0,2,4,608,410.0,4.0,88.0,3.0,4.0,102,2,457,16015.0,15896.0,1.0,1057,19,3,2,80,0,22.0,2,3,19.5,10,0,4
18.0,1237,1054,812.0,10,3,462,411.0,4.0,69.0,2.0,1.0,83,3,457,1200.0,9724.0,1.0,1057,12,3,1,80,0,0.0,2,3,0.0,0,0,0
28.0,1237,1054,1476.0,16,2,462,412.0,2.0,68.0,4.0,2.0,131,1,457,5661.0,4824.0,0.0,1057,19,3,3,80,0,9.0,2,3,8.0,3,0,7
31.0,1237,1054,218.0,7,3,132,416.0,2.0,100.0,4.0,2.0,326,4,692,6929.0,12241.0,4.0,1057,11,3,2,80,1,10.0,3,2,8.0,7,7,7
39.0,1237,1054,1132.0,1,3,462,417.0,3.0,48.0,4.0,3.0,131,4,321,9613.0,10942.0,0.0,1057,17,3,1,80,3,19.0,5,2,18.0,10,3,7
36.0,1237,147,1105.0,24,4,608,419.0,2.0,47.0,3.0,2.0,259,2,692,5674.0,6927.0,7.0,1057,15,3,3,80,1,11.0,3,3,9.0,8,0,8
32.0,1237,1054,906.0,7,3,608,420.0,4.0,91.0,2.0,2.0,326,3,692,5484.0,16985.0,1.0,1057,14,3,3,80,1,13.0,3,2,13.0,8,4,8
38.0,1237,1054,849.0,25,2,608,421.0,1.0,81.0,2.0,3.0,80,2,692,12061.0,26707.0,3.0,1057,17,3,3,80,1,19.0,2,3,10.0,8,0,1
58.0,1237,147,390.0,1,4,608,422.0,4.0,32.0,1.0,2.0,131,3,321,5660.0,17056.0,2.0,413,13,3,4,80,1,12.0,2,3,5.0,3,1,2
31.0,1237,1054,691.0,5,4,132,423.0,3.0,86.0,3.0,1.0,292,4,692,4821.0,10077.0,0.0,413,12,3,3,80,1,6.0,4,3,5.0,2,0,3
31.0,1237,1054,106.0,2,3,27,424.0,1.0,62.0,2.0,2.0,52,1,692,6410.0,17822.0,3.0,1057,12,3,4,80,0,9.0,1,3,2.0,2,1,0
45.0,1237,269,1249.0,7,3,608,425.0,1.0,97.0,3.0,3.0,259,1,321,5210.0,20308.0,1.0,1057,18,3,1,80,1,24.0,2,3,19.5,9,9,11
31.0,1237,1054,192.0,2,4,608,426.0,3.0,32.0,3.0,1.0,292,4,321,2695.0,7747.0,0.0,413,18,3,2,80,1,3.0,2,1,2.0,2,2,2
33.0,1237,269,553.0,5,4,608,428.0,4.0,74.0,3.0,3.0,102,2,692,11878.0,23364.0,6.0,1057,11,3,2,80,2,12.0,2,3,10.0,6,8,8
39.0,1237,1054,117.0,10,1,462,429.0,3.0,99.0,3.0,4.0,102,1,692,17068.0,5355.0,1.0,413,14,3,4,80,0,21.0,3,3,19.5,9,11,10
43.0,1237,269,185.0,10,4,608,430.0,3.0,33.0,3.0,1.0,259,4,457,2455.0,10675.0,0.0,1057,19,3,1,80,0,9.0,5,3,8.0,7,1,7
49.0,1237,1054,1091.0,1,2,132,431.0,3.0,90.0,2.0,4.0,131,3,457,13964.0,17810.0,7.0,413,12,3,4,80,0,25.0,2,3,7.0,1,0,7
52.0,233,1054,723.0,8,4,462,433.0,3.0,85.0,2.0,2.0,292,2,692,4941.0,17747.0,2.0,1057,15,3,1,80,0,11.0,3,2,8.0,2,7,7
27.0,1237,1054,1220.0,5,3,608,434.0,3.0,85.0,3.0,1.0,292,2,457,2478.0,20938.0,1.0,413,12,3,2,80,0,4.0,2,2,4.0,3,1,2
32.0,1237,1054,588.0,8,2,132,436.0,3.0,65.0,2.0,2.0,326,2,692,5228.0,24624.0,1.0,413,11,3,4,80,0,13.0,2,3,13.0,12,11,9
27.0,1237,1054,1377.0,2,3,608,437.0,4.0,74.0,3.0,2.0,326,3,457,4478.0,5242.0,1.0,413,11,3,1,80,0,5.0,3,3,5.0,4,0,4
31.0,1237,1054,691.0,7,3,159,438.0,4.0,73.0,3.0,2.0,326,4,321,7547.0,7143.0,4.0,1057,12,3,4,80,3,13.0,3,3,7.0,7,1,7
32.0,1237,1054,1018.0,2,4,462,439.0,1.0,74.0,4.0,2.0,292,4,457,5055.0,10557.0,7.0,1057,16,3,3,80,0,10.0,0,2,7.0,7,0,7
28.0,233,1054,1157.0,2,4,462,440.0,1.0,84.0,1.0,1.0,292,4,692,3464.0,24737.0,5.0,413,13,3,4,80,0,5.0,4,2,3.0,2,2,2
30.0,1237,1054,1275.0,28,2,462,441.0,4.0,64.0,3.0,2.0,292,4,692,5775.0,11934.0,1.0,1057,13,3,4,80,2,11.0,2,3,10.0,8,1,9
31.0,1237,269,798.0,7,2,608,442.0,3.0,48.0,2.0,3.0,145,3,692,8943.0,14034.0,1.0,1057,24,4,1,80,1,10.0,2,3,10.0,9,8,9
39.0,1237,269,672.0,7,2,462,444.0,3.0,54.0,2.0,5.0,102,4,692,17948.0,21141.0,1.0,1057,15,3,1,80,1,21.0,2,3,19.5,9,13,3
39.0,233,1054,1162.0,3,2,462,445.0,4.0,41.0,3.0,2.0,326,3,692,5238.0,17778.0,4.0,413,18,3,1,80,0,12.0,3,2,1.0,0,0,0
33.0,1237,269,508.0,10,3,159,446.0,2.0,46.0,2.0,2.0,326,4,457,4682.0,4317.0,3.0,1057,14,3,3,80,0,9.0,6,2,7.0,7,0,1
47.0,1237,1054,1482.0,5,5,608,447.0,4.0,42.0,3.0,5.0,80,3,692,17948.0,16375.0,4.0,1057,11,3,2,80,1,21.0,2,3,3.0,2,1,1
43.0,1237,269,559.0,10,4,608,448.0,3.0,82.0,2.0,2.0,259,3,321,5257.0,6227.0,1.0,1057,11,3,2,80,1,9.0,3,4,9.0,7,0,0
27.0,1237,147,210.0,1,1,159,449.0,3.0,73.0,3.0,2.0,326,2,692,6349.0,22107.0,0.0,413,13,3,4,80,1,6.0,0,3,5.0,4,1,4
54.0,1237,269,928.0,20,4,608,450.0,4.0,31.0,3.0,2.0,292,3,457,4869.0,16885.0,3.0,1057,12,3,4,80,0,20.0,4,2,4.0,3,0,3
43.0,1237,1054,1001.0,7,3,608,451.0,3.0,43.0,3.0,3.0,131,1,692,9985.0,9262.0,8.0,1057,16,3,1,80,1,10.0,1,2,1.0,0,0,0
45.0,1237,1054,549.0,8,4,82,452.0,4.0,75.0,3.0,2.0,292,4,692,3697.0,9278.0,9.0,1057,14,3,1,80,2,12.0,3,3,10.0,9,9,8
40.0,1237,1054,1124.0,1,2,462,453.0,2.0,57.0,1.0,2.0,326,4,692,7457.0,13273.0,2.0,413,22,4,3,80,3,6.0,2,2,4.0,3,0,2
29.0,233,1054,318.0,8,4,82,454.0,2.0,77.0,1.0,1.0,259,1,692,2119.0,4759.0,1.0,413,11,3,4,80,0,7.0,4,2,7.0,7,0,7
29.0,1237,1054,738.0,9,5,82,455.0,2.0,30.0,2.0,1.0,259,4,457,3983.0,7621.0,0.0,1057,17,3,3,80,0,4.0,2,3,3.0,2,2,2
30.0,1237,1054,570.0,5,3,159,456.0,4.0,30.0,2.0,2.0,326,3,321,6118.0,5431.0,1.0,1057,13,3,3,80,3,10.0,2,3,10.0,9,1,2
27.0,1237,1054,1130.0,8,4,159,458.0,2.0,56.0,3.0,2.0,326,2,692,6214.0,3415.0,1.0,1057,18,3,1,80,1,8.0,3,3,8.0,7,0,7
37.0,1237,1054,1192.0,5,2,462,460.0,4.0,61.0,3.0,2.0,145,4,321,6347.0,23177.0,7.0,1057,16,3,3,80,2,8.0,2,2,6.0,2,0,4
38.0,1237,1054,343.0,15,2,608,461.0,3.0,92.0,2.0,3.0,80,4,321,11510.0,15682.0,0.0,413,14,3,2,80,1,12.0,3,3,11.0,10,2,9
31.0,1237,1054,1232.0,7,4,462,462.0,3.0,39.0,3.0,3.0,145,4,457,7143.0,25713.0,1.0,413,14,3,3,80,0,11.0,2,2,11.0,9,4,10
29.0,1237,1054,144.0,10,1,159,463.0,4.0,39.0,2.0,2.0,326,2,321,8268.0,11866.0,1.0,413,14,3,1,80,2,7.0,2,3,7.0,7,1,7
35.0,1237,1054,1296.0,5,4,132,464.0,3.0,62.0,3.0,3.0,145,2,457,8095.0,18264.0,0.0,1057,13,3,4,80,0,17.0,5,3,16.0,6,0,13
23.0,1237,1054,1309.0,26,1,608,465.0,3.0,83.0,3.0,1.0,292,4,321,2904.0,16092.0,1.0,1057,12,3,3,80,2,4.0,2,2,4.0,2,0,2
41.0,1237,1054,483.0,6,3,462,466.0,4.0,95.0,2.0,2.0,145,2,457,6032.0,10110.0,6.0,413,15,3,4,80,0,8.0,3,3,5.0,4,1,2
47.0,1237,269,1309.0,4,1,462,467.0,2.0,99.0,3.0,2.0,83,3,457,2976.0,25751.0,3.0,1057,19,3,1,80,0,5.0,3,3,0.0,0,0,0
42.0,1237,1054,810.0,23,5,608,468.0,1.0,44.0,3.0,4.0,80,4,457,15992.0,15901.0,2.0,1057,14,3,2,80,0,16.0,2,3,1.0,0,0,0
29.0,1237,147,746.0,2,3,608,469.0,4.0,61.0,3.0,2.0,326,3,692,4649.0,16928.0,1.0,1057,14,3,1,80,1,4.0,3,2,4.0,3,0,2
42.0,1237,1054,544.0,2,1,132,470.0,3.0,52.0,3.0,1.0,52,3,321,2696.0,24017.0,0.0,413,11,3,3,80,1,4.0,5,3,3.0,2,1,0
32.0,1237,1054,1062.0,2,3,462,471.0,3.0,75.0,3.0,1.0,259,2,692,2370.0,3956.0,1.0,1057,13,3,3,80,1,8.0,4,3,8.0,0,0,7
48.0,1237,1054,530.0,29,1,462,473.0,1.0,91.0,3.0,3.0,102,3,692,12504.0,23978.0,3.0,1057,21,4,2,80,1,15.0,3,1,0.0,0,0,0
37.0,1237,1054,1319.0,6,3,462,474.0,3.0,51.0,4.0,2.0,292,1,321,5974.0,17001.0,4.0,413,13,3,1,80,2,13.0,2,3,7.0,7,6,7
30.0,1237,147,641.0,25,2,132,475.0,4.0,85.0,3.0,2.0,326,3,692,4736.0,6069.0,7.0,413,12,3,2,80,1,4.0,2,4,2.0,2,2,2
26.0,1237,1054,933.0,1,3,608,476.0,3.0,57.0,3.0,2.0,326,3,692,5296.0,20156.0,1.0,1057,17,3,2,80,1,8.0,3,3,8.0,7,7,7
42.0,1237,1054,1332.0,2,4,82,477.0,1.0,98.0,2.0,2.0,131,4,457,6781.0,17078.0,3.0,1057,23,4,2,80,0,14.0,6,3,1.0,0,0,0
21.0,233,269,756.0,1,1,132,478.0,1.0,99.0,2.0,1.0,83,2,457,2174.0,9150.0,1.0,413,11,3,3,80,0,3.0,3,3,3.0,2,1,2
36.0,1237,147,845.0,1,5,462,479.0,4.0,45.0,3.0,2.0,326,4,457,6653.0,15276.0,4.0,1057,15,3,2,80,0,7.0,6,3,1.0,0,0,0
36.0,1237,269,541.0,3,4,462,481.0,1.0,48.0,2.0,3.0,326,4,692,9699.0,7246.0,4.0,1057,11,3,1,80,1,16.0,2,3,13.0,9,1,12
57.0,1237,1054,593.0,1,4,462,482.0,4.0,88.0,3.0,2.0,131,3,692,6755.0,2967.0,2.0,1057,11,3,3,80,0,15.0,2,3,3.0,2,1,2
40.0,1237,1054,1171.0,10,4,608,483.0,4.0,46.0,4.0,1.0,259,3,692,2213.0,22495.0,3.0,413,13,3,3,80,1,10.0,3,3,7.0,7,1,7
21.0,1237,147,895.0,9,2,462,484.0,1.0,39.0,3.0,1.0,83,4,457,2610.0,2851.0,1.0,1057,24,4,3,80,0,3.0,3,2,3.0,2,2,2
33.0,233,1054,350.0,5,3,159,485.0,4.0,34.0,3.0,1.0,83,3,457,2851.0,9150.0,1.0,413,13,3,2,80,0,1.0,2,3,1.0,0,0,0
37.0,1237,1054,921.0,10,3,462,486.0,3.0,98.0,3.0,1.0,259,1,692,3452.0,17663.0,6.0,1057,20,4,2,80,1,17.0,3,3,5.0,4,0,3
46.0,1237,147,1144.0,7,4,462,487.0,3.0,30.0,3.0,2.0,145,3,692,5258.0,16044.0,2.0,1057,14,3,3,80,0,7.0,2,4,1.0,0,0,0
41.0,233,269,143.0,4,3,159,488.0,1.0,56.0,3.0,2.0,326,2,457,9355.0,9558.0,1.0,1057,18,3,3,80,0,8.0,5,3,8.0,7,7,7
50.0,1237,1054,1046.0,10,3,132,491.0,4.0,100.0,2.0,3.0,131,4,457,10496.0,2755.0,6.0,1057,15,3,4,80,0,20.0,2,3,4.0,3,1,3
40.0,233,1054,575.0,22,2,159,492.0,3.0,68.0,2.0,2.0,326,3,692,6380.0,6110.0,2.0,413,12,3,1,80,2,8.0,6,3,6.0,4,1,0
31.0,1237,1054,408.0,9,4,608,493.0,3.0,42.0,2.0,1.0,292,2,457,2657.0,7551.0,0.0,413,16,3,4,80,0,3.0,5,3,2.0,2,2,2
21.0,233,1054,156.0,12,3,608,494.0,3.0,90.0,4.0,1.0,83,2,457,2716.0,25422.0,1.0,1057,15,3,4,80,0,1.0,0,3,1.0,0,0,0
29.0,1237,1054,1283.0,23,3,608,495.0,4.0,54.0,3.0,1.0,292,4,457,2201.0,18168.0,9.0,1057,16,3,4,80,0,6.0,4,3,3.0,2,1,2
35.0,1237,1054,755.0,9,4,608,496.0,3.0,97.0,2.0,2.0,131,2,457,6540.0,19394.0,9.0,1057,19,3,3,80,0,10.0,5,3,1.0,1,0,0
27.0,1237,1054,1469.0,1,2,462,497.0,4.0,82.0,3.0,1.0,259,2,321,3816.0,17881.0,1.0,1057,11,3,2,80,1,5.0,2,3,5.0,2,0,4
28.0,1237,1054,304.0,9,4,608,498.0,2.0,92.0,3.0,2.0,326,4,457,5253.0,20750.0,1.0,1057,16,3,4,80,0,7.0,1,3,7.0,5,0,7
49.0,1237,1054,1261.0,7,3,82,499.0,2.0,31.0,2.0,3.0,131,3,457,10965.0,12066.0,8.0,1057,24,4,3,80,0,26.0,2,3,5.0,2,0,0
51.0,1237,1054,1178.0,14,2,608,500.0,3.0,87.0,3.0,2.0,326,4,692,4936.0,14862.0,4.0,1057,11,3,3,80,1,18.0,2,2,7.0,7,0,7
36.0,1237,1054,329.0,2,3,608,501.0,4.0,96.0,3.0,1.0,292,3,692,2543.0,11868.0,4.0,1057,13,3,2,80,1,6.0,3,3,2.0,2,2,2
34.0,233,147,1362.0,19,3,159,502.0,1.0,67.0,4.0,2.0,326,4,457,5304.0,4652.0,8.0,1057,13,3,2,80,0,9.0,3,2,5.0,2,0,4
55.0,1237,1054,1311.0,2,3,608,505.0,3.0,97.0,3.0,4.0,102,4,457,16659.0,23258.0,2.0,1057,13,3,3,80,0,30.0,2,3,5.0,4,1,2
24.0,1237,1054,1371.0,10,4,159,507.0,4.0,77.0,3.0,2.0,326,3,321,4260.0,5915.0,1.0,1057,12,3,4,80,1,5.0,2,4,5.0,2,0,3
30.0,1237,1054,202.0,2,1,132,508.0,3.0,72.0,3.0,1.0,83,2,692,2476.0,17434.0,1.0,1057,18,3,1,80,1,1.0,3,3,1.0,0,0,0
26.0,233,269,575.0,3,1,132,510.0,3.0,73.0,3.0,1.0,292,1,457,3102.0,6582.0,0.0,1057,22,4,3,80,0,7.0,2,3,6.0,4,0,4
22.0,1237,1054,253.0,11,3,462,511.0,1.0,43.0,3.0,1.0,292,2,692,2244.0,24440.0,1.0,1057,13,3,4,80,1,2.0,1,3,2.0,1,1,2
36.0,1237,1054,164.0,2,2,462,513.0,2.0,61.0,2.0,3.0,326,3,692,7596.0,3809.0,1.0,1057,13,3,2,80,2,10.0,2,3,10.0,9,9,0
30.0,233,269,464.0,4,3,132,514.0,3.0,40.0,3.0,1.0,292,4,457,2285.0,3427.0,9.0,413,23,4,3,80,0,3.0,4,3,1.0,0,0,0
37.0,1237,1054,1107.0,14,3,608,515.0,4.0,95.0,3.0,1.0,259,1,321,3034.0,26914.0,1.0,1057,12,3,3,80,1,18.0,2,2,18.0,7,12,17
40.0,1237,1054,759.0,2,2,159,516.0,4.0,46.0,3.0,2.0,326,2,321,5715.0,22553.0,7.0,1057,12,3,3,80,2,8.0,5,3,5.0,4,1,3
42.0,1237,1054,201.0,1,4,608,517.0,2.0,95.0,3.0,1.0,259,1,321,2576.0,20490.0,3.0,1057,16,3,2,80,1,8.0,5,3,5.0,2,1,2
37.0,1237,1054,1305.0,10,4,608,518.0,3.0,49.0,3.0,2.0,145,2,457,4197.0,21123.0,2.0,413,12,3,4,80,0,18.0,2,2,1.0,0,0,1
43.0,1237,1054,982.0,12,3,608,520.0,1.0,59.0,2.0,4.0,80,2,321,14336.0,4345.0,1.0,1057,11,3,3,80,1,25.0,3,3,19.5,10,3,9
40.0,1237,1054,555.0,2,3,462,521.0,2.0,78.0,2.0,2.0,259,3,692,3448.0,13436.0,6.0,1057,22,4,2,80,1,20.0,3,3,1.0,0,0,0
54.0,1237,1054,821.0,5,2,462,522.0,1.0,86.0,3.0,5.0,80,1,692,17948.0,8509.0,4.0,1057,11,3,3,80,1,24.0,4,2,4.0,2,1,2
34.0,1237,147,1381.0,4,4,159,523.0,3.0,72.0,3.0,2.0,326,3,692,6538.0,12740.0,9.0,1057,15,3,1,80,1,6.0,3,3,3.0,2,1,2
31.0,1237,1054,480.0,7,2,462,524.0,2.0,31.0,3.0,2.0,145,1,692,4306.0,4156.0,1.0,1057,12,3,2,80,1,13.0,5,1,13.0,10,3,12
43.0,1237,269,313.0,21,3,462,525.0,4.0,61.0,3.0,1.0,259,4,692,2258.0,15238.0,7.0,1057,20,4,1,80,1,8.0,1,3,3.0,2,1,2
43.0,1237,1054,1473.0,8,4,82,526.0,3.0,74.0,3.0,2.0,131,3,321,4522.0,2227.0,4.0,413,14,3,4,80,0,8.0,3,3,5.0,2,0,2
25.0,1237,1054,891.0,4,2,608,527.0,2.0,99.0,2.0,2.0,326,4,457,4487.0,12090.0,1.0,413,11,3,2,80,0,5.0,3,3,5.0,4,1,3
37.0,1237,147,1063.0,25,5,462,529.0,2.0,72.0,3.0,2.0,292,3,692,4449.0,23866.0,3.0,413,15,3,1,80,2,15.0,2,3,13.0,11,10,7
31.0,1237,1054,329.0,1,2,608,530.0,4.0,98.0,2.0,1.0,259,1,692,2218.0,16193.0,1.0,1057,12,3,3,80,1,4.0,3,3,4.0,2,3,2
39.0,1237,269,1218.0,1,1,608,531.0,2.0,52.0,3.0,5.0,102,3,321,17948.0,8213.0,1.0,413,14,3,3,80,1,21.0,3,3,19.5,8,1,6
56.0,1237,269,906.0,6,3,608,532.0,3.0,86.0,4.0,4.0,326,1,692,13212.0,18256.0,9.0,1057,11,3,4,80,3,30.75,0,2,7.0,7,7,7
30.0,1237,1054,1082.0,12,3,132,533.0,2.0,83.0,3.0,2.0,326,3,457,6577.0,19558.0,0.0,1057,11,3,2,80,0,6.0,6,3,5.0,4,4,4
41.0,1237,1054,645.0,1,3,159,534.0,2.0,49.0,4.0,3.0,326,1,692,8392.0,19566.0,1.0,1057,16,3,3,80,1,10.0,2,3,10.0,7,0,7
28.0,1237,1054,1300.0,17,2,462,536.0,3.0,79.0,3.0,2.0,259,1,321,4558.0,13535.0,1.0,1057,12,3,4,80,1,10.0,2,3,10.0,0,1,8
25.0,233,1054,688.0,3,3,462,538.0,1.0,91.0,3.0,1.0,259,1,692,4031.0,9396.0,5.0,1057,13,3,3,80,1,6.0,5,3,2.0,2,0,2
52.0,1237,1054,319.0,3,3,462,543.0,4.0,39.0,2.0,3.0,145,3,692,7969.0,19609.0,2.0,413,14,3,3,80,0,28.0,4,3,5.0,4,0,4
45.0,1237,1054,192.0,10,2,608,544.0,1.0,69.0,3.0,1.0,292,4,692,2654.0,9655.0,3.0,1057,21,4,4,80,2,8.0,3,2,2.0,2,0,2
52.0,1237,1054,1490.0,4,2,608,546.0,4.0,30.0,3.0,4.0,102,4,692,16555.0,10310.0,2.0,1057,13,3,4,80,0,30.75,2,1,5.0,2,1,4
42.0,1237,269,532.0,29,2,608,547.0,1.0,92.0,3.0,2.0,292,3,321,4556.0,12932.0,2.0,1057,11,3,2,80,1,19.0,3,3,5.0,4,0,2
30.0,1237,1054,317.0,2,3,608,548.0,3.0,43.0,1.0,2.0,145,4,457,6091.0,24793.0,2.0,1057,20,4,3,80,0,11.0,2,3,5.0,4,0,2
60.0,1237,1054,422.0,7,3,608,549.0,1.0,41.0,3.0,5.0,102,1,692,17948.0,3854.0,5.0,1057,11,3,4,80,0,30.75,5,1,19.5,8,11,10
46.0,1237,1054,1485.0,18,3,462,550.0,3.0,87.0,3.0,2.0,145,3,321,4810.0,26314.0,2.0,1057,14,3,3,80,1,19.0,5,2,10.0,7,0,8
42.0,1237,269,1368.0,28,4,132,551.0,4.0,88.0,2.0,2.0,131,4,692,4523.0,4386.0,0.0,1057,11,3,4,80,3,7.0,4,4,6.0,5,0,4
24.0,233,1054,1448.0,1,1,132,554.0,1.0,62.0,3.0,1.0,83,2,457,3202.0,21972.0,1.0,413,16,3,2,80,0,6.0,4,3,5.0,3,1,4
34.0,233,269,296.0,6,2,159,555.0,4.0,33.0,1.0,1.0,83,3,321,2351.0,12253.0,0.0,1057,16,3,4,80,1,3.0,3,2,2.0,2,1,0
38.0,1237,269,1490.0,2,2,608,556.0,4.0,42.0,3.0,1.0,259,4,692,1702.0,12106.0,1.0,413,23,4,3,80,1,1.0,3,3,1.0,0,0,0
40.0,1237,1054,1398.0,2,4,608,558.0,3.0,79.0,3.0,5.0,102,3,692,17948.0,13022.0,0.0,1057,14,3,4,80,0,21.0,2,3,19.5,15,1,12
26.0,1237,1054,1349.0,23,3,608,560.0,1.0,90.0,3.0,1.0,292,4,321,2886.0,3032.0,1.0,1057,22,4,2,80,2,3.0,3,1,3.0,2,0,2
30.0,1237,147,1400.0,3,3,608,562.0,3.0,53.0,3.0,1.0,259,4,692,2097.0,16734.0,4.0,1057,15,3,3,80,1,9.0,3,1,5.0,3,1,4
29.0,1237,1054,986.0,3,4,462,564.0,2.0,93.0,2.0,3.0,80,3,692,11935.0,21526.0,1.0,1057,18,3,3,80,0,10.0,2,3,10.0,2,0,7
29.0,233,1054,408.0,25,5,132,565.0,3.0,71.0,2.0,1.0,292,2,692,2546.0,18300.0,5.0,1057,16,3,2,80,0,6.0,2,4,2.0,2,1,1
19.0,233,1054,489.0,2,2,132,566.0,1.0,52.0,2.0,1.0,52,4,457,2564.0,18437.0,1.0,1057,12,3,3,80,0,1.0,3,4,1.0,0,0,0
30.0,1237,147,1398.0,22,4,82,567.0,3.0,69.0,3.0,3.0,326,1,692,8412.0,2890.0,0.0,1057,11,3,3,80,0,10.0,3,3,9.0,8,7,8
57.0,1237,1054,210.0,29,3,159,568.0,1.0,56.0,2.0,4.0,102,4,321,14118.0,22102.0,3.0,1057,12,3,3,80,1,30.75,3,2,1.0,0,0,0
50.0,1237,1054,1099.0,29,4,608,569.0,2.0,88.0,2.0,4.0,102,3,692,17046.0,9314.0,0.0,1057,15,3,2,80,1,28.0,2,3,19.5,10,15,7
30.0,1237,147,1116.0,2,3,462,571.0,3.0,49.0,3.0,1.0,259,4,457,2564.0,7181.0,0.0,1057,14,3,3,80,0,12.0,2,2,11.0,7,6,7
60.0,1237,269,1499.0,28,3,159,573.0,3.0,80.0,2.0,3.0,326,1,692,10266.0,2845.0,4.0,1057,19,3,4,80,0,22.0,5,4,18.0,13,13,11
47.0,1237,1054,983.0,2,2,462,574.0,1.0,65.0,3.0,2.0,145,4,321,5070.0,7389.0,5.0,1057,13,3,3,80,3,20.0,2,3,5.0,0,0,4
46.0,1237,1054,1009.0,2,3,608,575.0,1.0,51.0,3.0,4.0,80,3,692,17861.0,2288.0,6.0,1057,13,3,3,80,0,26.0,2,1,3.0,2,0,1
35.0,1237,1054,144.0,22,3,608,577.0,4.0,46.0,1.0,1.0,259,3,457,4230.0,19225.0,0.0,1057,15,3,3,80,0,6.0,2,3,5.0,4,4,3
54.0,1237,1054,548.0,8,4,608,578.0,3.0,42.0,3.0,2.0,259,3,457,3780.0,23428.0,7.0,1057,11,3,3,80,0,19.0,3,3,1.0,0,0,0
34.0,1237,1054,1303.0,2,4,608,579.0,4.0,62.0,2.0,1.0,292,3,321,2768.0,8416.0,3.0,1057,12,3,3,80,1,14.0,3,3,7.0,3,5,7
46.0,1237,1054,1125.0,10,3,159,580.0,3.0,94.0,2.0,3.0,326,4,692,9071.0,11563.0,2.0,413,19,3,3,80,1,15.0,3,3,3.0,2,1,2
31.0,1237,1054,1274.0,9,1,608,581.0,3.0,33.0,3.0,3.0,145,2,321,10648.0,14394.0,1.0,1057,25,4,4,80,1,13.0,6,4,13.0,8,0,8
33.0,233,1054,1277.0,15,1,462,582.0,2.0,56.0,3.0,3.0,102,3,692,13610.0,24619.0,7.0,413,12,3,4,80,0,15.0,2,4,7.0,6,7,7
33.0,233,1054,587.0,10,1,462,584.0,1.0,38.0,1.0,1.0,259,4,321,3408.0,6705.0,7.0,1057,13,3,1,80,3,8.0,2,3,4.0,3,1,3
30.0,1237,1054,413.0,7,1,159,585.0,4.0,57.0,3.0,1.0,83,2,457,2983.0,18398.0,0.0,1057,14,3,1,80,0,4.0,3,3,3.0,2,1,2
35.0,1237,1054,1276.0,16,3,608,586.0,4.0,72.0,3.0,3.0,131,3,692,7632.0,14295.0,4.0,413,12,3,3,80,0,10.0,2,3,8.0,7,0,0
31.0,233,269,534.0,20,3,608,587.0,1.0,66.0,3.0,3.0,131,3,692,9824.0,22908.0,3.0,1057,12,3,1,80,0,12.0,2,3,1.0,0,0,0
34.0,233,269,988.0,23,3,27,590.0,2.0,43.0,3.0,3.0,52,1,321,9950.0,11533.0,9.0,413,15,3,3,80,3,11.0,2,3,3.0,2,0,2
42.0,1237,269,1474.0,5,2,82,591.0,2.0,97.0,3.0,1.0,259,3,692,2093.0,9260.0,4.0,1057,17,3,4,80,1,8.0,4,3,2.0,2,2,0
36.0,1237,147,635.0,10,4,462,592.0,2.0,32.0,3.0,3.0,326,4,457,9980.0,15318.0,1.0,1057,14,3,4,80,0,10.0,3,2,10.0,3,9,7
22.0,233,269,1368.0,4,1,132,593.0,3.0,99.0,2.0,1.0,259,3,457,3894.0,9129.0,5.0,1057,16,3,3,80,0,4.0,3,3,2.0,2,1,2
48.0,1237,1054,163.0,2,5,159,595.0,2.0,37.0,3.0,2.0,326,4,692,4051.0,19658.0,2.0,1057,14,3,1,80,1,14.0,2,3,9.0,7,6,7
55.0,1237,1054,1117.0,18,5,608,597.0,1.0,83.0,3.0,4.0,102,2,457,16835.0,9873.0,3.0,1057,23,4,4,80,0,30.75,2,3,10.0,9,7,7
41.0,1237,147,267.0,10,2,608,599.0,4.0,56.0,3.0,2.0,326,4,457,6230.0,13430.0,7.0,1057,14,3,4,80,0,16.0,3,3,14.0,3,1,10
35.0,1237,1054,619.0,1,3,159,600.0,2.0,85.0,3.0,2.0,326,3,692,4717.0,18659.0,9.0,1057,11,3,3,80,0,15.0,2,3,11.0,9,6,9
40.0,1237,1054,302.0,6,3,608,601.0,2.0,75.0,3.0,4.0,145,3,457,13237.0,20364.0,7.0,1057,15,3,3,80,0,22.0,3,3,19.5,6,5,13
39.0,1237,269,443.0,8,1,608,602.0,3.0,48.0,3.0,1.0,259,3,692,3755.0,17872.0,1.0,1057,11,3,1,80,1,8.0,3,3,8.0,3,0,7
